codigo,nombre,categoria,proveedor,precio_unidad,precio_10,precio_50,precio_100,precio_bulto,cantidad_bulto,observaciones,fuente_fila,activo
H1-0264,Hilo plástico polipropileno contorsion 400 grs (cod 1368),HILOS,,4300,,,,,Caja x 16 bobinas,,264,TRUE
H1-0265,Hilo plástico polipropileno contorsion 120 mts aprox (cod 1362),HILOS,,2700,25000,,,27000,Caja x 12 bobinas,,265,TRUE
H1-0266,Cinta plástica rollo grande x rollo (cod 1405),HILOS,,7500,,,,39000,caja x 6 rollos,,266,TRUE
H1-0267,Cinta plástica rollo grande x kg (cod 1408),HILOS,,,,,,,precio kg x bulto,,267,TRUE
H1-0269,Hilo YUTE Mix Cotton Crudo( Natural) x 30 mts (cod 478),HILOS,,1600,14000,,,125000,10 paq x 10 unid,,269,TRUE
H1-0270,Hilo YUTE natural ovillo x 30 mts (cod 413),HILOS,,1500,13500,,,120000,10 paq x 10 unid,,270,TRUE
H1-0271,Hilo YUTE natural bambino de 2mm x 20 mts (cod 411),HILOS,,900,7500,,,11000,caja x 20,,271,TRUE
H1-0272,Hilo YUTE natural extra fino bobina x 100 mts (cod 404),HILOS,,1200,10500,,,19000,caja x 20,,272,TRUE
H1-0273,Hilo YUTE Color ovillo x 30 grs (cod 425),HILOS,,1400,12000,,,105000,10 paq x 10 unid,,273,TRUE
H1-0274,Hilo YUTELINA natural x 30 mts (cod 432),HILOS,,1100,9300,,,82000,10 paq x 10 unid,,274,TRUE
H1-0276,Hilo SISAL multiuso natural ovillo x 30 mts (cod 341),HILOS,,1200,10000,,,87000,10 paq x 10 unid,,276,TRUE
H1-0277,Hilo SISAL Color artesanal premium ovillos 80 grs (cod 382),HILOS,,1000,8900,,,79000,10 paq x 10 unid,,277,TRUE
H1-0279,Hilo SISALINA NATURAL ovillo 60 grs (25 mts) (cod 333),HILOS,,1000,8500,,,75000,10 paq x 10 unid,,279,TRUE
H1-0280,Hilo SISALINA natural de 1mm bobina x 25 mts (cod 332),HILOS,,900,7500,,,14000,caja x 20 bobinas,,280,TRUE
H1-0281,Hilo SISALINA COLOR bobinitas de 50 grs ( cod 334),HILOS,,1500,12000,,,,,,281,TRUE
H1-0283,Hilo Encerado mirelito bobina de 70 mts (cod 901),HILOS,,1000,,,,12000,caja x 15 unid,,283,TRUE
H1-0284,Hilo Encerado mirelito Fluor & Violeta bobina de 70 mts (cod 902),HILOS,,1200,,,,15000,caja x 15 unid,,284,TRUE
H1-0286,Bolsa residuo chica x paq 10 und. (45 X 60) (22 micrones) MABI,RESIDUOS Y CONSORCIOS,,800,6000,,,53000,100 paq x 10 unid,,286,TRUE
H1-0287,Bolsa residuo rollo x 30 und. (45 X 60) Son Buenas,RESIDUOS Y CONSORCIOS,,,,,,,50 rollos x 30 unid,,287,TRUE
H1-0288,Bolsas residuo paq x 10 unid 45x60 (BIOBAG),RESIDUOS Y CONSORCIOS,,400,3300,,,29000,100 paq x 10 unid,,288,TRUE
H1-0289,Bolsa residuo rollo x 20 unid (45x60) Rolan (bulto),RESIDUOS Y CONSORCIOS,,1100,9000,,,40000,bulto x 50 rollos,,289,TRUE
H1-0291,Bolsa Residuo paquetes x 10 unid (50 x 70) (22 micrones) MABI,RESIDUOS Y CONSORCIOS,,900,7000,,,63000,100 paq x 10 unid,,291,TRUE
H1-0292,Bolsas residuo paq x 10 unid 50x70 (BIOBAG),RESIDUOS Y CONSORCIOS,,500,4300,,,37500,100 paq x 10 unid,,292,TRUE
H1-0293,Bolsas residuo Rollo x 20 unid (50x70) Rolan (Bulto),RESIDUOS Y CONSORCIOS,,1400,12000,,,52500,bulto x 50 rollos,,293,TRUE
H1-0295,Bolsa consorcio 60 x 90 Reforzada MABI,RESIDUOS Y CONSORCIOS,,1300,11500,,,40000,40 paq x 10 unid,,295,TRUE
H1-0296,Bolsas consorcio paq x 10 unid 60x90 (BIOBAG),RESIDUOS Y CONSORCIOS,,900,7500,,,33000,50 paq x 10 unid,,296,TRUE
H1-0297,Bolsa consorcio Rollo x 10 unid 60x90 Rolan (Bulto),RESIDUOS Y CONSORCIOS,,1300,11700,,,52500,bulto x 50 rollos,,297,TRUE
H1-0299,Bolsa consorcio 80 x 110 de 30 Micrones MABI,RESIDUOS Y CONSORCIOS,,2000,18500,,,49500,30 paq x 10 unid,,299,TRUE
H1-0300,Bolsa consorcio 80 x 110 de 40 Micrones MABI,RESIDUOS Y CONSORCIOS,,2400,22500,,,40000,20 paq x 10 unid,,300,TRUE
H1-0301,Bolsas consorcio paq x 10 unid 80x110 (BIOBAG),RESIDUOS Y CONSORCIOS,,1300,12800,,,33900,30 paq x 10 unid,,301,TRUE
H1-0302,Bolsas Consorcio 80 x 110 Rolan rollo x 10 unid (Bulto),RESIDUOS Y CONSORCIOS,,2600,24000,,,53750,bulto x 25 rollos,,302,TRUE
H1-0304,Bolsas Consorcio paquete x 10 unid 90 x 120 MABI,RESIDUOS Y CONSORCIOS,,2500,23500,,,41000,20 paq x 10 unid,,304,TRUE
H1-0305,Bolsas consorcio paq x 10 unid 90x120 (BIOBAG),RESIDUOS Y CONSORCIOS,,1800,16600,,,45000,30 paq x 10 unid,,305,TRUE
H1-0306,Bolsas Consorcio Rollo x 10 unid 90 x 120 Rolan,RESIDUOS Y CONSORCIOS,,3700,35600,,,50400,caja x 16 rollos,,306,TRUE
H1-0308,Bolsa consorcio VERDE 90x140,RESIDUOS Y CONSORCIOS,,,,,,,,,308,TRUE
H1-0310,Bolsa para Escombros 40x60 envasada x 10 unid 100 Micrones,RESIDUOS Y CONSORCIOS,,,2500,,20000,,x 500 unid,,310,TRUE
H1-0311,Bolsa para Escombros 50x70 100 Micrones,RESIDUOS Y CONSORCIOS,,600,4000,,34000,300000,1000 unid,,311,TRUE
H1-0313,Arranque p/ diarios 1 1/2 kg. 20x60 A/D,RESIDUOS Y CONSORCIOS,,,,,,,bulto x 6 rollos,,313,TRUE
H1-0315,Bolsas perfumadas limon Para Mascotas 34x38 negras rollo x 20 unid,RESIDUOS Y CONSORCIOS,,1000,8000,,,35000,Caja x 50 rollos,,315,TRUE
H1-0316,Bolsas perfumadas para baño 34x38 rollo x 20 unid,RESIDUOS Y CONSORCIOS,,1000,8000,,,35000,Caja x 50 rollos,,316,TRUE
H1-0318,"Almanaque MIGNON (5x5,4)",ALMANAQUE,,,1300,2000,3200,28000,1000 unid,x 10: $1300 x 25,318,TRUE
H1-0319,"Almanaque organizador para colgar 34,5x21,5 cm",ALMANAQUE,,2000,17000,,,150000,100 unid,,319,TRUE
H1-0321,Cinta regalo liso 10 mm x 500 mtrs,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,12000,,,,107000,x 10 unid,,321,TRUE
H1-0322,Cinta regalo liso 5 mm x 1000 mtrs.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,11500,,,,100000,x 10 unid,,322,TRUE
H1-0324,Cinta regalo lame 5mm x 500 mtrs.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,15500,,,,140000,x 10 unid,,324,TRUE
H1-0325,Cinta regalo lame 10 mm x 250 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,15500,,,,140000,x 10 unid,,325,TRUE
H1-0327,Cintas Moños Lisa 10 x 10 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,1000,,,,80000,x 100 unid,,327,TRUE
H1-0328,Cintas Moños Lisa 10 x 25 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,1500,,,,130000,x 100 unid,,328,TRUE
H1-0329,Cinta moños Lisa 12 x 50 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,1900,,,,170000,x 100 unid,,329,TRUE
H1-0330,Cinta moños Lisa 20 x 50 mts,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,3300,,,,300000,x 100 unid,,330,TRUE
H1-0331,Cinta moños Lisa 25 x 50 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,4200,,,,370000,x 100 unid,,331,TRUE
H1-0332,Cinta novia Lisa 50 x 30 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,5000,,,,,,,332,TRUE
H1-0333,Cinta novia Lisa 50 x 40 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,6400,,,,,,,333,TRUE
H1-0334,Cinta novia Lisa 50 x 30 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,7200,,,,,,,334,TRUE
H1-0335,Cinta novia Lisa 100 x 40 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,11000,,,,,,,335,TRUE
H1-0336,Cinta novia Lisa 100 x 30 mts,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,8000,,,,,,,336,TRUE
H1-0338,Cintas Moños Lisa 10 x 10 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,1000,,,,80000,x100 unid,,338,TRUE
H1-0339,Cinta METALIZADA o LAME 10 x 10 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,2000,,,,180000,x 100 unid,,339,TRUE
H1-0340,Cinta METALIZADA 10 x 20 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,2900,,,,260000,x 100 unid,,340,TRUE
H1-0341,Cinta METALIZADA 20 x 10 mts.,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,4000,,,,360000,x50 cintas,,341,TRUE
H1-0343,Cinta fantasia 12x50 mts lisa y metalizada 12x40 FANTASIA / NAVIDEÑA,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,3000,,,,102600,caja display x 38 unid,,343,TRUE
H1-0344,Cinta fantasia 10x50 mts,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,2300,,,,205000,x 100 unid,,344,TRUE
H1-0345,Cinta fantasia 20x50 mts,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,4200,,,,365000,x 100 unid,,345,TRUE
H1-0346,Cinta fantasia 25x50 mts,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,5300,,,,470000,x 100 unid,,346,TRUE
H1-0348,Cinta bandera 25 x 50,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,,,,,,,,348,TRUE
H1-0349,Cinta bandera 38 x 50,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,4500,,,,,,,349,TRUE
H1-0350,Cinta bandera 50 x 50,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,4900,,,,,,,350,TRUE
H1-0351,Cinta bandera 100 x 40,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,5800,,,,,,,351,TRUE
H1-0353,Moño Rapido MICRO Liso ( 12 cm largo),CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,,,,2600,23000,10 paquetes,,353,TRUE
H1-0355,Moño Rapido MINI Liso (25 cm largo),CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,100,600,,4400,39000,10 paquetes,,355,TRUE
H1-0356,Moño Rapido MINI Fantasia Estrellas-corazones etc,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,200,900,,5200,46000,10 paquetes,,356,TRUE
H1-0357,Moño Rapido MINI Metal o Lame,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,200,1000,,7500,66000,10 paquetes,,357,TRUE
H1-0359,Moño Rapido MEDIANO Liso (40 cm largo),CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,200,1000,4400,,39000,10 paquetes,,359,TRUE
H1-0360,Moño Rapido MEDIANO Fantasia estrella lunares - etc,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,300,1500,5200,,46000,10 paquetes,,360,TRUE
H1-0361,Moño Rapido MEDIANO Metal o Lame,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,300,2000,7500,,66000,10 paquetes,,361,TRUE
H1-0363,Moño Rapido GRANDE Liso (50 cm largo),CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,300,2000,6500,,57000,10 paquetes,,363,TRUE
H1-0364,Moño Rapido GRANDE Fantasia,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,300,2000,7800,,69000,10 paquetes,,364,TRUE
H1-0365,Moño Rapido GRANDE Metal,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,400,3000,12000,,106000,10 paquetes,,365,TRUE
H1-0367,Moño araña metal con adhesivo,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,300,2000,6700,,60000,x 10 cajas de 50 unid,,367,TRUE
H1-0369,Moño ESTRELLA MEDIANO Metal,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,400,,,,3000,bolsa x 12 unid,,369,TRUE
H1-0370,Moño ESTRELLA MEDIANO Lame,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,400,,,,3000,bolsa x 12 unid,,370,TRUE
H1-0372,Moño ESTRELLA GRANDE Metal,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,600,,,,3500,bolsa x 6 unid,,372,TRUE
H1-0373,Moño ESTRELLA GRANDE Lame,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,600,,,,3500,bolsa x 6 unid,,373,TRUE
H1-0375,Moño Estrella Nº2 Surtidos x 50 unid. BRIGHT,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,200,1500,5000,,,,,375,TRUE
H1-0376,Moño Estrella Nº6 Surtidos x 25 unid. BRIGHT,CINTAS MOÑOS / ADHESIVA / PAPEL REG.,,200,1500,5000,,,,,376,TRUE
H1-0378,"Cinta adhesiva 12 x 30 mts ""Stiko""",CINTAS ADHESIVAS Y DE PAPEL,,1000,11100,,,118080,caja x 144 unid,x 10: x 12 $ 11100,378,TRUE
H1-0380,Cinta adhesiva 18 x 50 mts economico (cono chico),CINTAS ADHESIVAS Y DE PAPEL,,700,6100,,,54000,x 100 unid,,380,TRUE
H1-0381,"Cinta adhesiva 18 x 50 mts ""Stiko"" cono grande",CINTAS ADHESIVAS Y DE PAPEL,,1200,8480,,,45120,caja x 48 unid,x 10: x 8 $ 8480,381,TRUE
H1-0383,Cinta adhesiva 12 x 40 mts (PluP) PROMOOOOO,CINTAS ADHESIVAS Y DE PAPEL,,400,3000,,,37440,caja x 144 unid,,383,TRUE
H1-0384,"Cinta adhesiva 12 x 60 mts ""Stiko""",CINTAS ADHESIVAS Y DE PAPEL,,1400,16000,,,83520,caja x 72 unid,x 10: x 12 $ 16000,384,TRUE
H1-0386,Cinta adhesiva 24 x 45 mts (PluP) PROMOOOOO,CINTAS ADHESIVAS Y DE PAPEL,,700,5500,,,32400,caja x 72 unid,,386,TRUE
H1-0387,"Cinta adhesiva 24 x 50 mts ""Stiko""",CINTAS ADHESIVAS Y DE PAPEL,,1650,,,,104400,caja x 72 unid,,387,TRUE
H1-0389,Cinta adhesiva 48 x 40 mts transp / marron (PluP) PROMOOOOO,CINTAS ADHESIVAS Y DE PAPEL,,700,5500,,,,caja x 36 unid,,389,TRUE
H1-0390,"Cinta adhesiva 48 x 50 mts ""Stiko""",CINTAS ADHESIVAS Y DE PAPEL,,3150,,,,200880,caja x 72 unid,,390,TRUE
H1-0392,Cinta adhesiva 48 x 80 mts Transp / Marron (PluP) PROMOOOOO,CINTAS ADHESIVAS Y DE PAPEL,,,,,,,caja x 36 unid,,392,TRUE
H1-0393,Cinta adhesiva 48 x 90 mts reales,CINTAS ADHESIVAS Y DE PAPEL,,1800,16500,,,48600,caja x 36 unid,,393,TRUE
H1-0394,"Cinta adhesiva 48 x 100 mts ""Stiko""",CINTAS ADHESIVAS Y DE PAPEL,,5500,,,,176400,caja x 36 unid,,394,TRUE
H1-0396,"Cinta doble Faz 12 x 25 ""Stiko""",CINTAS ADHESIVAS Y DE PAPEL,,3100,,,,194400,caja x 72 unid,,396,TRUE
H1-0397,"Cinta doble Faz 18 x 25 ""Stiko""",CINTAS ADHESIVAS Y DE PAPEL,,4400,,,,184800,caja x 48 unid,,397,TRUE
H1-0398,"Cinta doble Faz 24 x 25 ""Stiko""",CINTAS ADHESIVAS Y DE PAPEL,,5600,,,,178200,caja x 36 unid,,398,TRUE
H1-0400,"Cinta papel ""Stiko"" 12 x 50 mts",CINTAS ADHESIVAS Y DE PAPEL,,2000,,,,120240,caja x 72 unid,,400,TRUE
H1-0401,"Cinta papel ""Stiko"" 18 x 50 mts",CINTAS ADHESIVAS Y DE PAPEL,,2500,,,,103680,caja x 48 unid,,401,TRUE
H1-0402,"Cinta papel ""Stiko"" 24 x 50mts",CINTAS ADHESIVAS Y DE PAPEL,,3200,,,,102600,caja x 36 unid,,402,TRUE
H1-0403,"Cinta papel ""Stiko"" 48 x 50 mts",CINTAS ADHESIVAS Y DE PAPEL,,6000,,,,92520,caja x 18 unid,,403,TRUE
H1-0405,"Cinta papel ""Eco"" 12 x 40 mts",CINTAS ADHESIVAS Y DE PAPEL,,1300,11000,,,64800,caja x 72 unid,,405,TRUE
H1-0406,"Cinta papel ""Eco"" 18 x 40 mts",CINTAS ADHESIVAS Y DE PAPEL,,1700,15500,,,67200,caja x 48 unid,,406,TRUE
H1-0407,"Cinta papel ""Eco"" 24 x 40 mts",CINTAS ADHESIVAS Y DE PAPEL,,2200,20500,,,64800,caja x 36 unid,,407,TRUE
H1-0408,"Cinta papel ""Eco"" 36 x 40 mts",CINTAS ADHESIVAS Y DE PAPEL,,3200,30500,,,64800,caja x 24 unid,,408,TRUE
H1-0409,"Cinta papel ""Eco"" 48 x 40 mts",CINTAS ADHESIVAS Y DE PAPEL,,4100,37000,,,118800,caja x 36 unid,,409,TRUE
H1-0411,"Cinta Papel AZUL ""Stiko"" 18x50 mts",CINTAS ADHESIVAS Y DE PAPEL,,1500,,,,64800,caja x 48 unid,,411,TRUE
H1-0412,"Cinta Papel AZUL ""Stiko"" 24x50 mts",CINTAS ADHESIVAS Y DE PAPEL,,2000,,,,64800,caja x 36 unid,,412,TRUE
H1-0414,Cinta Peligro,CINTAS ADHESIVAS Y DE PAPEL,,,,,,,,,414,TRUE
H1-0415,Cinta fragil blanca x 50 mts,CINTAS ADHESIVAS Y DE PAPEL,,1900,17000,,,46800,caja x 36 unid,,415,TRUE
H1-0417,Bandas elasticas n°40 Blister x 10 grs Flexiband,BANDAS ELASTICAS,,500,5400,,,,caja x 5 blister,x 10: blister x12 unid $ 5400,417,TRUE
H1-0419,Bandas N°15 x 30 grs color SuperBand,BANDAS ELASTICAS,,1300,,,,120000,caja x 100 unid,,419,TRUE
H1-0420,Bandas N°15 x 50 grs Blanca o Negra SuperBand,BANDAS ELASTICAS,,1700,,,,34800,caja x 24 unid,,420,TRUE
H1-0422,Bandas N°40 Display x 30 grs SuperBand Natural / ambar,BANDAS ELASTICAS,,900,,,9600,45000,5 cajas x 12 unid,x 100: caja x 12 $ 9600,422,TRUE
H1-0423,Bandas N°40 Display x 30 grs SuperBand Colores,BANDAS ELASTICAS,,900,,,9600,45000,5 cajas x 12 unid,x 100: caja x 12 $ 9600,423,TRUE
H1-0424,Bandas N°40 Display x 30 grs SuperBand Fluor,BANDAS ELASTICAS,,900,,,,75000,caja x 100 unid,,424,TRUE
H1-0425,Bandas N°40 Caja x 30 grs SuperBand,BANDAS ELASTICAS,,1000,,,,24000,Caja x 32 unid,,425,TRUE
H1-0426,Bandas N°40 Caja x 60 grs SuperBand,BANDAS ELASTICAS,,1600,,,,41600,caja x 32 unid,,426,TRUE
H1-0427,Bandas N°40 Caja x 150 grs SuperBand,BANDAS ELASTICAS,,3400,,,,48000,caja x 16 unid,,427,TRUE
H1-0428,Bandas N°40 Bolsa x 500 grs SuperBand,BANDAS ELASTICAS,,9200,,,,162000,bulto x 20 unid,,428,TRUE
H1-0429,Bandas N°40 Caja x 500 grs SuperBand,BANDAS ELASTICAS,,10100,,,,90000,bulto x 10 unid,,429,TRUE
H1-0430,Bandas N°40 Bolsa x 500 grs SuperBand Colores,BANDAS ELASTICAS,,9200,,,,162000,bulto x 20 unid,,430,TRUE
H1-0431,Bandas N°40 Caja x 1000 grs FlexiBand,BANDAS ELASTICAS,,18500,,,,160000,bulto x 10 unid,,431,TRUE
H1-0433,Vaso 70 BLANCO,"VASOS, POTES, COPAS",,,800,,6500,102600,caja x 1800 unid,,433,TRUE
H1-0434,Vaso 110 BLANCOS // NATURAL,"VASOS, POTES, COPAS",,,700,,4900,171600,caja x 3900 unid,,434,TRUE
H1-0435,Vaso 180 BLANCOS // NATURAL,"VASOS, POTES, COPAS",,,600,,4500,120000,caja x 3000 unid,,435,TRUE
H1-0436,Vaso 220 BLANCOS // NATURAL,"VASOS, POTES, COPAS",,,700,,5100,138000,caja x 3000 unid,,436,TRUE
H1-0437,Vaso 330 BLANCOS // NATURAL,"VASOS, POTES, COPAS",,,800,,6600,141600,caja x 2400 unid,,437,TRUE
H1-0439,Vaso 500 cc NATURAL Liv ensobrado x 50 unid (plastivas),"VASOS, POTES, COPAS",,300,2000,6500,11700,82400,caja x 800 unid,,439,TRUE
H1-0440,Vaso 800 cc NATURAL liv ensobrado x 50 unid (plastivas),"VASOS, POTES, COPAS",,400,2500,10000,18000,96000,caja x 600 unid,,440,TRUE
H1-0441,Vaso 1000 cc NATURAL Liv ensobrado x 50 unid (plastivas),"VASOS, POTES, COPAS",,400,3000,12000,22000,117000,caja x 600 unid,,441,TRUE
H1-0444,Tapa 95 Externa Natural ( para vaso 500 y pinta),"VASOS, POTES, COPAS",,,2000,,14500,104000,caja x 800 unid,,444,TRUE
H1-0445,Tapa 111 Cristal ( para copa Venecia o Atlantica o vaso 800 o vaso 1000),"VASOS, POTES, COPAS",,,2300,,19000,93500,Caja x 550 unid,,445,TRUE
H1-0446,Tapa 71 interna natural ( para vaso 180),"VASOS, POTES, COPAS",,,,,,,,,446,TRUE
H1-0448,Vaso 110 CRISTAL,"VASOS, POTES, COPAS",,,1000,,7400,85800,caja x 1300 unid,,448,TRUE
H1-0449,Vaso 180 CRISTAL,"VASOS, POTES, COPAS",,,1000,,7800,207000,caja x 3000 unid,,449,TRUE
H1-0450,Vaso 220 CRISTAL,"VASOS, POTES, COPAS",,,1000,,7900,210000,caja x 3000 unid,,450,TRUE
H1-0451,Vaso 330 CRISTAL,"VASOS, POTES, COPAS",,,1200,,10500,218400,caja x 2400 unid,,451,TRUE
H1-0453,Vaso 500 CRISTAL PINTA,"VASOS, POTES, COPAS",,400,2500,11000,20500,148000,Caja x 800 unid,,453,TRUE
H1-0454,Vaso Fernetero (800cc) (tapa 111),"VASOS, POTES, COPAS",,700,5500,26000,50000,133500,Caja x 300 unid,,454,TRUE
H1-0456,Vaso Glam con tapa y sorbete de 1 litro (varios colores lisos y starbags),"VASOS, POTES, COPAS",,5000,22500,,,400000,x 100 unid,x 10: pack x 5 $ 22500,456,TRUE
H1-0458,Pote Plastivas 140 cc con tapa Natural,"VASOS, POTES, COPAS",,,2000,8500,15200,270000,Caja x 2000 unid,,458,TRUE
H1-0459,Pote Plastivas 230 cc (1/4 kg) con tapa Natural,"VASOS, POTES, COPAS",,,2000,8500,15500,135000,caja x 1000 unid,,459,TRUE
H1-0460,Pote Plastivas 270 cc (1/4 kg) con tapa Natural,"VASOS, POTES, COPAS",,,2600,11000,20000,180000,caja x 1000 unid,,460,TRUE
H1-0461,Pote Plastivas 400 cc (1/2 kg) con tapa Natural,"VASOS, POTES, COPAS",,,3000,11500,21000,185000,caja x 1000 unid,,461,TRUE
H1-0462,Pote Plastivas 800 cc (1 kg) con tapa Natural,"VASOS, POTES, COPAS",,,5000,22500,43000,153900,Caja x 405 unid,,462,TRUE
H1-0464,Tapa pote plastivas Natural (cod 88) (tapa toledo),"VASOS, POTES, COPAS",,,1000,4000,7100,63000,caja x 1000 unid,,464,TRUE
H1-0466,Pote Plastivas 140 cc con tapa Cristal,"VASOS, POTES, COPAS",,,3000,13000,24000,420000,Caja x 2000 unid,,466,TRUE
H1-0467,Pote Plastivas 230 cc (1/4 kg) con tapa Cristal,"VASOS, POTES, COPAS",,,3200,13500,25500,230000,caja x 1000 unid,,467,TRUE
H1-0468,Pote Plastivas 270 cc (1/4 kg) con tapa Cristal,"VASOS, POTES, COPAS",,,3500,14000,26000,235000,caja x 1000 unid,,468,TRUE
H1-0469,Pote Plastivas 400 cc (1/2 kg) con tapa Cristal (ensalada de frutas),"VASOS, POTES, COPAS",,,4300,19000,35600,315000,caja x 1000 unid,,469,TRUE
H1-0471,Tapa pote plastivas Cristal (cod 88) (tapa toledo),"VASOS, POTES, COPAS",,,1500,5000,8900,79000,caja x 1000 unid,,471,TRUE
H1-0473,Pote Plastivas 230 cc (1/4 kg) SIN TAPA,"VASOS, POTES, COPAS",,,2500,9000,16500,145000,caja x 1000 unid,,473,TRUE
H1-0475,Pote cotnyl 200 grs. (200 cm3) x 10 unid. / x 50,"VASOS, POTES, COPAS",,,2300,8500,17000,90000,Caja x 600 unid,,475,TRUE
H1-0476,Pote cotnyl 250 grs (275cm3) x 10 unid. / x 50,"VASOS, POTES, COPAS",,,2500,10000,18500,99000,Caja x 600 unid,,476,TRUE
H1-0477,Pote cotnyl 390 grs ( 410 cm3) x 10 unid. / x 50,"VASOS, POTES, COPAS",,,3000,12000,22000,117000,Caja x 600 unid,,477,TRUE
H1-0478,Pote cotnyl 500 grs (510 cm3) x 10 unid. / x 50,"VASOS, POTES, COPAS",,,3000,12000,22500,120000,Caja x 600 unid,,478,TRUE
H1-0480,Pote bisagra Bajo 1135 (zaplast),"VASOS, POTES, COPAS",,,3000,,22000,100000,caja x 500 unid,,480,TRUE
H1-0482,Pote bisagra Bajo (art 3042) ROTHLEN 300 cc,"VASOS, POTES, COPAS",,,3500,,28000,100000,caja x 400 unid,,482,TRUE
H1-0483,Pote bisagra Medio (art 3050) ROTHLEN 400 cc,"VASOS, POTES, COPAS",,,3500,,28000,100000,caja x 400 unid,,483,TRUE
H1-0484,Pote bisagra Alto (art 3071) ROTHLEN 500 cc,"VASOS, POTES, COPAS",,,4000,,35000,113000,caja x 400 unid,,484,TRUE
H1-0486,"Porcion torta Grande plastica tapa bisagra (ZP) (13x9x,65)","VASOS, POTES, COPAS",,400,3000,,26000,115000,caja x 500 unid,,486,TRUE
H1-0488,Copa sidra Koval (150 cc),"VASOS, POTES, COPAS",,,2000,,13000,114000,x 10 cajas x 100,,488,TRUE
H1-0489,Copa Champagne Carina,"VASOS, POTES, COPAS",,,,,,,x 10 cajas,,489,TRUE
H1-0490,Copa Champagne Canciller Ai Cristal,"VASOS, POTES, COPAS",,,6000,,25000,230000,x 10 cajas,x 100: caja x 48 $ 25000,490,TRUE
H1-0492,Vaso whisky facetado Koval,"VASOS, POTES, COPAS",,,,,,,x caja 260 unid.,,492,TRUE
H1-0493,Vaso whisky DegaPlas,"VASOS, POTES, COPAS",,,,,,,x caja 120 unid,,493,TRUE
H1-0494,Vaso Gancia,"VASOS, POTES, COPAS",,,,,,,x caja 250 unid.,,494,TRUE
H1-0496,Vaso Trago Largo Color,"VASOS, POTES, COPAS",,,2000,,18500,20400,Caja x 120 unid,,496,TRUE
H1-0497,"Vaso Trago Largo Lunares, Baby Shower y 1er añito PROMOOO","VASOS, POTES, COPAS",,,1200,,10000,,Caja x 250 unid,,497,TRUE
H1-0498,Vaso Trago Largo Cristal,"VASOS, POTES, COPAS",,,4000,,35000,46500,Caja x 150 unid,,498,TRUE
H1-0499,Vaso Trago Largo Liviano PP,"VASOS, POTES, COPAS",,,2000,,15500,35000,Caja x 250 unid,,499,TRUE
H1-0500,Vaso Trago Largo Dorado/Plateado BanPlast,"VASOS, POTES, COPAS",,,3500,,30500,40500,Caja x 150 unid,,500,TRUE
H1-0501,Vaso Trago Largo FLUOR BanPlast,"VASOS, POTES, COPAS",,,3500,,30500,40500,Caja x 150 unid,,501,TRUE
H1-0503,Vaso GABI (250 cc) Natural PP,"VASOS, POTES, COPAS",,,2500,,,15200,Caja x 80 unid,,503,TRUE
