codigo,nombre,categoria,proveedor,precio_unidad,precio_10,precio_50,precio_100,precio_bulto,cantidad_bulto,observaciones,fuente_fila,activo
H1-0553,Vaso Mini Toledo cristal (270cc) (usa tapa 88),"VASOS, POTES, COPAS",,,2500,,22800,136000,Caja x 800 unid,x 100: x120 u $ 22800,553,TRUE
H1-0554,Vaso Toledo translucido (325 cc) (usa tapa 88),"VASOS, POTES, COPAS",,,3000,,30600,184000,Caja x 800 unid,x 100: X 120 u $ 30600,554,TRUE
H1-0555,Vaso Milano translucido (370cc) (usa tapa 88),"VASOS, POTES, COPAS",,,4000,,38400,228000,Caja x 800 unid,x 100: X 120 u $ 38400,555,TRUE
H1-0556,Vaso Super Milano (500cc) (usa tapa 95),"VASOS, POTES, COPAS",,,4500,,48000,288000,Caja x 800 unid,x 100: X 120 u $ 48000,556,TRUE
H1-0558,Tapa Domo lisa sin perforar Cristal (88),"VASOS, POTES, COPAS",,,2500,,21000,124000,Caja x 800 unid,x 100: X 120 u $ 21000,558,TRUE
H1-0559,Tapa Domo para cuchara Cristal (88),"VASOS, POTES, COPAS",,,2000,,18000,108000,Caja x 800 unid,x 100: X 120 u $ 18000,559,TRUE
H1-0561,Tapa Domo 95 cristal con perforacion sorbete (para super milano),"VASOS, POTES, COPAS",,,2500,,21000,124000,Caja x 800 unid,x 100: X 120 u $ 21000,561,TRUE
H1-0563,Tapa Domo para cuchara translucido (88),"VASOS, POTES, COPAS",,,2000,,15000,88000,Caja x 800 unid,x 100: X 120 u $ 15000,563,TRUE
H1-0564,Tapa Domo para sorbete translucido (88),"VASOS, POTES, COPAS",,,2000,,18000,108000,Caja x 800 unid,x 100: X 120 u $ 18000,564,TRUE
H1-0566,Tapa vaso termico 180 con respiradero ISOPOR,VASOS TERMICOS Y POLIPAPEL,,,,,,,Caja x 1000 unid,,566,TRUE
H1-0567,Tapa vaso termico 240 con respiradero ISOPOR,VASOS TERMICOS Y POLIPAPEL,,,,,,,Caja x 1000 unid,,567,TRUE
H1-0568,Tapa vaso termico 180 empolex,VASOS TERMICOS Y POLIPAPEL,,,,2500,4600,40000,Caja x 1000 unid,,568,TRUE
H1-0569,Tapa vaso termico 240 empolex,VASOS TERMICOS Y POLIPAPEL,,,,2600,4900,43000,Caja x 1000 unid,,569,TRUE
H1-0570,Tapa vaso termico 300 empolex,VASOS TERMICOS Y POLIPAPEL,,,,2700,5100,45000,Caja x 1000 unid,,570,TRUE
H1-0572,Vaso termico 120 DART (E04),VASOS TERMICOS Y POLIPAPEL,,,2000,3500,5800,50000,Caja x 1000 unid,x 10: x 25 $ 2000,572,TRUE
H1-0573,Vaso termico 180 EMPOLEX (E06),VASOS TERMICOS Y POLIPAPEL,,,2500,4000,7000,60000,Caja x 1000 unid,x 10: x 25 $ 2500,573,TRUE
H1-0574,Vaso termico 240 DART/ EMPOLEX (E08),VASOS TERMICOS Y POLIPAPEL,,,2600,4500,8000,71000,Caja x 1000 unid,x 10: x 25 $ 2600,574,TRUE
H1-0575,Vaso termico 300 Empolex (E010),VASOS TERMICOS Y POLIPAPEL,,,3300,5500,9500,83000,Caja x 1000 unid,x 10: x 25 $ 3300,575,TRUE
H1-0576,Vaso termico 600 DART PROMOOOO,VASOS TERMICOS Y POLIPAPEL,,,3000,,11000,,Caja x 1000 unid,x 10: x 25 $ 3000,576,TRUE
H1-0578,Vaso Polipapel 8 oz (240 cc) (Estisol),VASOS TERMICOS Y POLIPAPEL,,,1300,5500,9400,,Caja x 2000 unid,,578,TRUE
H1-0579,Tapa vaso polipapel 8 oz (240cc) (Estisol),VASOS TERMICOS Y POLIPAPEL,,,600,2200,3700,,Caja x 2000 unid,,579,TRUE
H1-0581,Collarines 8 oz (240cc),VASOS TERMICOS Y POLIPAPEL,,150,1000,3600,6600,59000,Caja x 1000 unid,,581,TRUE
H1-0583,Vaso polipapel 8oz (240cc) Riffle DOBLE PARED negro o marron o blanco,VASOS TERMICOS Y POLIPAPEL,,500,3000,12000,20000,90000,caja x 500 unid,,583,TRUE
H1-0584,Tapa 8oz con pico vertedor negra,VASOS TERMICOS Y POLIPAPEL,,200,1500,4500,8000,70000,caja x 1000 unid,,584,TRUE
H1-0585,Vaso polipapel 12oz (340cc) Riffle DOBLE PARED negro o marron o blanco,VASOS TERMICOS Y POLIPAPEL,,500,4000,15000,28000,120000,caja x 500 unid,,585,TRUE
H1-0586,Tapa 12oz con pico vertedor negra,VASOS TERMICOS Y POLIPAPEL,,300,2000,7000,12000,52500,caja x 500 unid,,586,TRUE
H1-0588,Porta vasos 2 bocas Natural,VASOS TERMICOS Y POLIPAPEL,,400,3000,11000,20000,185000,x 1000 unid,,588,TRUE
H1-0590,Vasos Polipapel PARTY 8oz (240cc) colores lisos vivos y pastel paq x 8 unid,VASOS TERMICOS Y POLIPAPEL,,2000,16000,,,,Caja x 960 unid,,590,TRUE
H1-0592,"Vasos Polipapel Party Hot Stamping 8oz (240cc) lunares brillos metal, etc paq x 8",VASOS TERMICOS Y POLIPAPEL,,2500,20000,,,,Caja x 960 unid,,592,TRUE
H1-0596,Agitadores para trago largo c/ escudo,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,900,2500,3800,34000,Caja x 1000 unid.,,596,TRUE
H1-0598,Agiradores para café pastico corto cristal,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,1000,,,4400,19500,caja x 5000 unid,Unidad: paq x 100 $ 1000 · x 100: x 1000 $ 4400,598,TRUE
H1-0599,Agiradores para café pastico corto Blanco- negro -colores plenos,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,,,3800,17000,caja x 5000 unid,x 100: x 1000 $ 3800,599,TRUE
H1-0600,Agitador plastico cristal 14 cm (SUR),AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,1000,,,6800,30000,x 5 cajas,Unidad: paq x 100 $1000 · x 100: caja x 750u $ 6800,600,TRUE
H1-0601,Agiradores para café Madera 110mm caja x 500 Iberia (cod 244),AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,1200,,,10500,93000,caja x 10 cajas,Unidad: paq x 50 $ 1200 · x 100: caja x500 $ 10500,601,TRUE
H1-0602,Agitador Madera Alumax 11 cm bolsa x 500,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,,,5000,,,x 100: bolsa x 500 $ 5000,602,TRUE
H1-0603,Agitador Madera Alumax 14 cm bolsa x 500,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,,,7000,,,x 100: bolsa x 500 $ 7000,603,TRUE
H1-0605,Pinchos para copetin,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,2000,,6700,29500,caja x 5000 unid,x 10: paq x 80 grs $ 2000 · x 100: x 1000 $ 6700,605,TRUE
H1-0606,Espaditas copetin,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,2000,,6700,29500,caja x 5000 unid,x 10: paq x 80 grs $ 2000 · x 100: x 1000 $ 6700,606,TRUE
H1-0607,Pinchos Poker,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,,,9100,40500,caja x 5000 unid,x 100: x 1000 $ 9100,607,TRUE
H1-0609,Pinchos banderita Argentina,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,1000,4000,6000,25000,Caja x 500 unid,,609,TRUE
H1-0611,Pincho Nudo 12 cm (paq x 100),AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,600,,4500,37000,10 paq x 100 unid,,611,TRUE
H1-0612,Pinchos Panal de Fruta (paq x 24 unid),AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,2000,,,,19200,12 paq x 24 unid,,612,TRUE
H1-0613,Pinchos Sombrilla ( paq x 12 unid),AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,2000,,,,40800,24 paq x 12 unid,,613,TRUE
H1-0614,Pinchos perla 12 cm ( paq x 50 unid),AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,3200,,,,28000,10 paq x 50 und,,614,TRUE
H1-0616,Pinchos madera 10 cm Iberia,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,1000,2200,8000,71000,caja x 10 paq de 200 unid,x 100: x 200 u $ 8000,616,TRUE
H1-0617,Pinchos madera 15 cm Iberia,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,1000,2200,8000,71000,caja x 10,x 100: x 200 u $ 8000,617,TRUE
H1-0618,Pinchos carne cocida (well) 9 cm,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,,,1500,,,,,618,TRUE
H1-0620,Escarbadientes x 500 unid. IBERIA,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,2000,,,,160000,Caja x 100 unid,,620,TRUE
H1-0621,Escarbadientes x 500 unid. PROMO Party store,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,1600,,,,140000,Caja x 100 unid,,621,TRUE
H1-0623,Escarbadientes barrilito acrilico x 100 Party store PROMO,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,700,6000,,,,,x 10: x 12 $ 6000,623,TRUE
H1-0625,Escarbadientes ensobrados de a 1 x 500 unid IBERIA,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,6500,,,,259200,Caja x 48 unid,,625,TRUE
H1-0627,Escarbadientes barrilito (Iberia / Dos Picos) 18 barriles x 50 unid,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,500,8000,,,171600,x 24 Blisters de 18 unid,x 10: blister x 18 $ 8000,627,TRUE
H1-0629,Escarbadientes en caja x 100 unid (Banplast),AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,1000,,,,,,,629,TRUE
H1-0631,Palitos brochette 25 cm x 25 unid IBERIA,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,1200,,,,52500,caja x 50 paq,,631,TRUE
H1-0632,Palitos brochette 25 cm x 100 unid IBERIA,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,1500,13000,,,115000,caja x 100 paq,,632,TRUE
H1-0633,Palitos brochette 25 cm x 80 unid,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,1500,13000,,,115000,caja x 100,,633,TRUE
H1-0634,Palitos brochette 15 cm x 80 unid aprox,AGITADOR - ESPADITA -PINCHOS- ESCARBADIENTE- BROCHETTE,,1000,8000,,,70000,caja x 100,,634,TRUE
H1-0637,Mini tenedor blanco o cristal COLONO,CUBIERTOS,,,300,,2000,13000,caja x 1000 unid,,637,TRUE
H1-0639,Tenedores Blanco o Cristal,CUBIERTOS,,,500,,3000,22000,Caja 1000 unid.,,639,TRUE
H1-0640,Cuchillos Blanco o Cristal,CUBIERTOS,,,500,,3000,22000,Caja 1000 unid.,,640,TRUE
H1-0641,Cuchara sopera Blanca o Cristal,CUBIERTOS,,,600,,4000,32000,Caja x 1000 unid,,641,TRUE
H1-0643,Tenedores King (super ref),CUBIERTOS,,,,,4000,36000,Caja 1000 unid.,,643,TRUE
H1-0644,Cuchillos King (super ref),CUBIERTOS,,,,,4000,36000,Caja 1000 unid.,,644,TRUE
H1-0646,Cuchara CONCAVA transparente,CUBIERTOS,,1500,,,13000,55000,Caja 5 kg,Unidad: 100g $ 1500 · x 100: x kg $ 13000,646,TRUE
H1-0648,Cuchara Postre Sundae Blanca (Colono),CUBIERTOS,,,,1200,16000,145000,x 10 cajas,x 100: caja x 1000 $ 16000,648,TRUE
H1-0649,Cuchara Postre Sundae Pastel (Colono),CUBIERTOS,,,,1500,19500,180000,x 10 cajas,x 100: caja x 1000 $ 19500,649,TRUE
H1-0650,Cuchara Postre Sundae Pastel (Clauser),CUBIERTOS,,,,,16500,150000,x 10 cajas,x 100: caja x 100 $ 16500,650,TRUE
H1-0652,Sundae plateada/ doradas y pasteles fraccionadas x 50 unid,CUBIERTOS,,,,2800,,24000,caja x 500 unid,,652,TRUE
H1-0654,Cucharas madera Iberia (110x24mm) cod 3174,CUBIERTOS,,,1000,,7000,62000,caja x 10 cajas de 100,,654,TRUE
H1-0655,Cucharas madera Iberia (160x34mm) cod 3172,CUBIERTOS,,,1500,,9500,84000,caja x 10 cajas de 100,,655,TRUE
H1-0657,Platos chico octogonal (DGP) paq x 12 unid,PLATOS Y BOWLS,,,3600,,,38400,caja x 120 unid.,x 10: x 12 $ 3600,657,TRUE
H1-0658,Platos chico octogonal Koval (colores: B/N/R/V/A),PLATOS Y BOWLS,,,4500,,,40000,caja x 100 unid.,,658,TRUE
H1-0659,Plato grande octogonal Koval (colores: B/N/R/V/A),PLATOS Y BOWLS,,,5500,,,49000,caja x 100 unid.,,659,TRUE
H1-0661,Plato blanco 17 cm BanPlast,PLATOS Y BOWLS,,,,4200,,76000,bulto x 1000 unid,,661,TRUE
H1-0662,Plato Color 17 cm BanPlast,PLATOS Y BOWLS,,,,5300,,94000,bulto x 1000 unid,,662,TRUE
H1-0663,Plato Color Pastel 17 cm BanPlast,PLATOS Y BOWLS,,,,5300,,94000,bulto x 1000 unid,,663,TRUE
H1-0664,Plato Color Pastel SURTIDO 17 cm BanPlast,PLATOS Y BOWLS,,,,5300,,,,,664,TRUE
H1-0665,"Plato Color DORADO, PLATEAD y COBRE 17 cm BanPlast",PLATOS Y BOWLS,,,,5300,,94000,bulto x 1000 unid,,665,TRUE
H1-0667,Plato Blanco 22 cm BanPlast (Paq x50),PLATOS Y BOWLS,,,,,,,Bulto x 1000 unid,,667,TRUE
H1-0668,Plato Dorado 22 cm BanPlast (paq x 25),PLATOS Y BOWLS,,400,3000,6000,,106000,Bulto x 500 unid,x 50: x25 $ 6000,668,TRUE
H1-0669,Plato Pastel 22 cm BanPlast (paq x 25),PLATOS Y BOWLS,,400,3000,6000,,106000,Bulto x 500 unid,x 50: x25 $ 6000,669,TRUE
H1-0671,Plato postre 16 cm Blanco Plastivas,PLATOS Y BOWLS,,,1000,3900,,68000,Bulto x 1000 unid,,671,TRUE
H1-0672,Plato comida 21 cm Blanco Plastivas,PLATOS Y BOWLS,,,,7700,,108800,Bulto x 800 unid,,672,TRUE
H1-0674,Plato cuadrado chico Fluor y Negro,PLATOS Y BOWLS,,,1500,,,,caja x 150 unid,x 10: x 25 u $ 1500,674,TRUE
H1-0676,Plato/ Bandeja Ovalada Blanco/ Negro BanPLast,PLATOS Y BOWLS,,500,10000,,,105600,caja x 300 unid,x 10: x25 u $ 10000,676,TRUE
H1-0677,Plato/ Bandeja Ovalada Color BanPLast,PLATOS Y BOWLS,,600,11000,,,108000,caja x 300 unid,x 10: x 25 u $ 11000,677,TRUE
H1-0679,"Porta torta Giratoria 28 cm ( blanco, rosa, celeste)",PLATOS Y BOWLS,,12000,,,,105000,x 100 unid,,679,TRUE
H1-0681,Compotera Cristal / Black 200cc Plastivas ( le va la tapa 111),PLATOS Y BOWLS,,400,3000,,21000,104500,Caja x 550 unid,,681,TRUE
H1-0682,Compotera / Bowl cristal grande 480cc ( plastivas) (le va la tapa 135),PLATOS Y BOWLS,,500,3500,,29000,104000,caja x 400 unid,,682,TRUE
H1-0684,Tapa 135 cristal (para compotera 480cc),PLATOS Y BOWLS,,300,2500,,19500,68000,caja x 400 unid,,684,TRUE
H1-0686,Compoteras colores pastel y dorada (paq x 25 unid),PLATOS Y BOWLS,,400,2500,,4600,80000,bulto x 20 paq (500 unid),x 100: paq x 25 $ 4600,686,TRUE
H1-0688,Bowl Chico Cristal (diametro 12),PLATOS Y BOWLS,,1500,11000,,21000,95000,x 5 cajas,x 100: caja x 24 $ 21000,688,TRUE
H1-0690,Bowl Chico PP Natural (diametro 12),PLATOS Y BOWLS,,1100,9000,,18000,80000,x 5 cajas,x 100: caja x 24 $ 18000,690,TRUE
H1-0691,Bowl Chico PP Color (diametro 12),PLATOS Y BOWLS,,1200,10000,,20000,90000,x 5 cajas,x 100: caja x 24 $ 20000,691,TRUE
H1-0693,Bowl Mediano Cristal (diametro 15),PLATOS Y BOWLS,,,,,,,x 5 cajas,x 100: caja x 12 $,693,TRUE
H1-0695,Bowl Mediano PP Natural (diametro 15),PLATOS Y BOWLS,,,,,,,x 5 cajas,x 100: caja x 12 $,695,TRUE
H1-0696,Bowl Mediano PP Color (diametro 15),PLATOS Y BOWLS,,,,,,,x 5 cajas,x 100: caja x 12 $,696,TRUE
H1-0698,Bowl Ocotogonal Koval,PLATOS Y BOWLS,,,3000,,,,caja x 1000 unid.,,698,TRUE
H1-0701,"Manteles descartables Plasticos Premium (varios colores) 1,20 x 1,80 mts (60mc)","MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,2000,,,,90000,x 50 unid,,701,TRUE
H1-0702,"Manteles plasticos Terlizzi (1,20x2,00 mts)","MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,2500,,,,110000,x 50 unid,,702,TRUE
H1-0704,Manteles friselina lavables LISOS,"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,2000,,,,,x 100,,704,TRUE
H1-0705,Manteles friselina lavables a LUNARES o ESTAMPADOS,"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,2300,,,,,x 100,,705,TRUE
H1-0706,Manteles friselina lavables DISNEY,"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,3000,,,,,x 100,,706,TRUE
H1-0707,Manteles friselina lavables LAMINADO,"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,4000,,,,,x 100,,707,TRUE
H1-0709,Mantel friselina de unicornio o Caminito,"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,2000,,,,,,,709,TRUE
H1-0711,Manteles restorante individuales kraft x 200,"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,,,,4200,,bulto x 10 paq $ 36700,x 100: paq x 200 $4200,711,TRUE
H1-0713,Mantel friselina Navideño,"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,6000,,,,,,,713,TRUE
H1-0715,Platos de sitio (pack x 20 unid) (PLT),"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,8000,73000,,,650000,x 100 packs,,715,TRUE
H1-0716,Individuales Rectangulares (pack x 20 unid (PLT),"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,8000,73000,,,650000,x 100 packs,,716,TRUE
H1-0717,Porta cubiertos de papel Kraft (pack x 12 unid),"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,5500,50000,,,450000,x 100 packs,,717,TRUE
H1-0718,Posa vasos de papel Kraft (pack x 12 unid),"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,4500,37000,,,330000,x 100 packs,,718,TRUE
H1-0720,Platos de Sitio (pack x 12 unid) (grupo Cp),"MANTELES, PLATOS DE SITIO, POSA VASOS Y PORTA CUBIERTOS",,5000,47000,,,420000,x 100 packs,,720,TRUE
H1-0722,"Bandejas expandido 615 MULTIESPUMA CAPUTO ( 26,5 x 13,5 cm)",BANDEJAS TERGOPOL,,300,2000,7000,12000,44000,Bulto x 400 unid,,722,TRUE
H1-0723,"Bandejas expandido 617 MULTIESPUMA CAPUTO (14 x 15,5 cm)",BANDEJAS TERGOPOL,,200,1000,4000,7000,55800,Bulto x 900 unid,,723,TRUE
H1-0724,"Bandejas expandido 618 MULTIESPUMA CAPUTO (14,5 x 19,5 cm)",BANDEJAS TERGOPOL,,200,1200,5000,8800,31200,Bulto x 400 unid,,724,TRUE
H1-0725,Bandejas expandido 619 MULTIESPUMA CAPUTO (19 x 23 cm),BANDEJAS TERGOPOL,,300,2000,8000,14500,50000,Bulto x 400 unid,,725,TRUE
H1-0726,Bandejas expandido 621 MULTIESPUMA CAPUTO (14 x 19 cm),BANDEJAS TERGOPOL,,200,1200,5000,9000,48000,Bulto x 600 unid,,726,TRUE
H1-0727,Bandejas expandido 625 GP o NUEVA,BANDEJAS TERGOPOL,,,,,,,Bulto x 200 unid,,727,TRUE
H1-0728,Bandejas expandido 625 MULTIESPUMA CAPUTO (20 x 29 cm),BANDEJAS TERGOPOL,,500,3500,13000,24000,43000,Bulto x 200 unid,,728,TRUE
H1-0729,"Bandejas expandido 628 MULTIESPUMA CAPUTO (diametro 31,5 cm)",BANDEJAS TERGOPOL,,600,4000,16000,30500,54000,Bulto x 200 unid,,729,TRUE
H1-0731,"Oblea 618 (14,5 x 19,5 cm)",BANDEJAS TERGOPOL,,300,1500,5000,9000,48000,Bulto x 600 unid,,731,TRUE
H1-0732,"Oblea 619 (18 x 22,5 cm)",BANDEJAS TERGOPOL,,300,2000,7000,12000,66000,Bulto x 600 unid,,732,TRUE
H1-0734,Bandejas expandido 617 Economico (cep sl) (14 x 14 cm),BANDEJAS TERGOPOL,,100,600,2500,4100,14400,Bulto x 400 unid,,734,TRUE
H1-0735,"Bandejas expandido 628 Economico (cep sl) (diametro 31,8)",BANDEJAS TERGOPOL,,300,2500,9500,17500,32000,Bulto x 200 unid,,735,TRUE
H1-0737,"Estuche Hamburguesa (15,5x16x9)",BANDEJAS TERGOPOL,,500,3000,12000,21500,38000,Bulto x 200 unid,,737,TRUE
H1-0739,Cazuela expandido K63,BANDEJAS TERGOPOL,,300,2000,6500,12000,42000,Bulto x 400 unid,,739,TRUE
H1-0740,Cazuela 250 (pote termico 250 bandex),BANDEJAS TERGOPOL,,300,2000,6500,12000,54000,Bulto x 600 unid,,740,TRUE
H1-0742,Plato termico Isopor/Estisol con tapa (1000 cc),BANDEJAS TERGOPOL,,,,,,,caja x 147 unid,,742,TRUE
H1-0743,Plato termico marmita ovalado 1000 cc (PROMO LIMITADA),BANDEJAS TERGOPOL,,1000,7000,30000,52000,80500,caja x 175 unid,,743,TRUE
H1-0744,Plato termico (Marmita) diam 187mm PSE,BANDEJAS TERGOPOL,,1000,7000,30000,52000,138000,caja x 300 unid,,744,TRUE
H1-0745,"Plato termico Biodegradable redonda ( 21,4x10cm) ( sirve p/ horno y microondas)",BANDEJAS TERGOPOL,,1100,9000,40000,75000,268000,Caja x 400 unid,,745,TRUE
H1-0747,Rollo p.v.c. Film MAGIC 30 cm x 600 mts,FILM- MANTECA -ALUMINIO,,27500,,,,210000,x 10 cajas,,747,TRUE
H1-0748,Rollo p.v.c. Film MAGIC 38 cm x 600 mts,FILM- MANTECA -ALUMINIO,,33000,,,,265000,x 10 cajas,,748,TRUE
H1-0749,Rollo p.v.c. Film MAGIC 45 cm x 600 mts,FILM- MANTECA -ALUMINIO,,38500,,,,330000,x 10 cajas,,749,TRUE
H1-0751,RESINITE 30 cm x 1000 mts Reales con faja seguridad,FILM- MANTECA -ALUMINIO,,59000,,,,520000,x 10 cajas,,751,TRUE
H1-0752,RESINITE 38 cm x 1000 mts Reales con faja seguridad,FILM- MANTECA -ALUMINIO,,75000,,,,670000,x 10 cajas,,752,TRUE
H1-0753,RESINITE 45 cm x 1000 mts Reales con faja seguridad,FILM- MANTECA -ALUMINIO,,89000,,,,790000,x 10 cajas,,753,TRUE
H1-0755,Rollo p.v.c. Film 30 cm x 30 metros,FILM- MANTECA -ALUMINIO,,1000,8600,,,24000,Caja x 30 unid,,755,TRUE
H1-0757,Film ROLOPAC x 100 mts Cutter box ( caja para cortar),FILM- MANTECA -ALUMINIO,,5400,,,,,caja x 9 unid,,757,TRUE
H1-0759,Rollo p.v.c. Film 38 cm x 100 metros (liviano eco),FILM- MANTECA -ALUMINIO,,4700,,,,82000,caja x 20 unid,,759,TRUE
H1-0760,Rollo p.v.c. Film 38 cm x 150 metros (PRO),FILM- MANTECA -ALUMINIO,,6200,,,,88000,Caja x 16 unid,,760,TRUE
H1-0761,"Rollo p.v.c. Film 38 cm x 300 metros ""reales""",FILM- MANTECA -ALUMINIO,,10000,,,,144000,Caja x 16 unid,,761,TRUE
H1-0762,Rollo p.v.c. Film 38 cm x 300 metros sello Rojo (Basualdo),FILM- MANTECA -ALUMINIO,,,,,,,caja x 6 unid,,762,TRUE
H1-0764,Rollo Film 45 cm x 100 mts (MdF) (cajon frutero),FILM- MANTECA -ALUMINIO,,4500,,,,57000,Caja x 15 unid,,764,TRUE
H1-0765,Rollo Film 45 cm x 300 mts (MdF) ( cajon frutero),FILM- MANTECA -ALUMINIO,,12000,,,,,Caja x 15 unid,,765,TRUE
H1-0767,Rollo aluminio x 4 metros (MdF),FILM- MANTECA -ALUMINIO,,,,,,,Caja x 36 unid,,767,TRUE
H1-0768,Rollo aluminio x 5 metros (Ger ) PROMOOOO,FILM- MANTECA -ALUMINIO,,800,6600,,,21240,caja x 36 unid,,768,TRUE
H1-0769,Rollo aluminio x 5 metros (Hornal),FILM- MANTECA -ALUMINIO,,1100,9100,,,28800,Caja x 36 unid,,769,TRUE
H1-0770,Rollo aluminio x 1/2 kg. (Ger) PROMOOO,FILM- MANTECA -ALUMINIO,,6000,,,,81600,Caja x 16 unid,,770,TRUE
H1-0771,Rollo aluminio x 1/2 kg. (MdF),FILM- MANTECA -ALUMINIO,,7000,,,,94500,caja x 15 unid,,771,TRUE
H1-0772,Rollo aluminio x 1/2 kg. (Hornal),FILM- MANTECA -ALUMINIO,,7500,,,,100500,caja x 15 unid,,772,TRUE
H1-0773,Rollo aluminio x 1 kg. HORNAL,FILM- MANTECA -ALUMINIO,,13000,,,,172500,Caja x 15 unid,,773,TRUE
H1-0774,Rollo aluminio x 1 kg. (MdF),FILM- MANTECA -ALUMINIO,,11000,,,,142500,Caja x 15 unid,,774,TRUE
H1-0775,Rollo aluminio x 1 kg. (Ger) PROMOOO (18 mc 23 mts aprox),FILM- MANTECA -ALUMINIO,,9000,,,,96000,caja x 12 unid,,775,TRUE
H1-0777,Rollo papel manteca x 4 metros (MdF),FILM- MANTECA -ALUMINIO,,,,,,,Caja x 36 unid,,777,TRUE
H1-0778,Rollo papel manteca x chico (Ger),FILM- MANTECA -ALUMINIO,,1000,8500,,,27000,Caja x 36 unid,,778,TRUE
H1-0779,Rollo papel manteca x 5 metros ROLOPAC en caja (promo hasta agotar),FILM- MANTECA -ALUMINIO,,2000,18000,,,,,,779,TRUE
H1-0780,Rollo papel manteca x 1/2 kg (MdF),FILM- MANTECA -ALUMINIO,,4800,,,,63000,Caja x 15 unid,,780,TRUE
H1-0781,Rollo papel manteca x 1/2 kg (Hornal),FILM- MANTECA -ALUMINIO,,7500,,,,66500,Caja x 10 unid,,781,TRUE
H1-0782,Rollo papel manteca x 1 kg (now) PROMOOO,FILM- MANTECA -ALUMINIO,,9000,,,,80000,Caja x 10 unid,,782,TRUE
H1-0783,Rollo papel manteca x 1 kg (G) PROMOOO,FILM- MANTECA -ALUMINIO,,6500,,,,57000,Caja x 10 unid,,783,TRUE
H1-0784,Rollo papel manteca x 1 kg (MdF),FILM- MANTECA -ALUMINIO,,,,,,,Caja x 10 unid,,784,TRUE
H1-0785,Rollo papel manteca x 1 kg (Hornal),FILM- MANTECA -ALUMINIO,,,,,,,Caja x 10 unid,,785,TRUE
H1-0787,Expendedor de Film con rollo de 300 mts.,FILM- MANTECA -ALUMINIO,,11700,,,,,,,787,TRUE
H1-0788,Expendedor de Papel Manteca con rollo de 40mts.,FILM- MANTECA -ALUMINIO,,14000,,,,,,,788,TRUE
